indicator,year,location,ageGroup,ebllDescription,pctEbll,fips,numTested,numEbll,denominator,pctTested,unstable,
"Test year (annual method)","2009","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.6","27000","13306","81","214251","6.2","false"
"Test year (annual method)","2009","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.4","27000","95026","342","428098","22.2","false"
"Test year (annual method)","2010","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.3","27000","82130","222","210688","39","false"
"Test year (annual method)","2010","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.4","27000","12618","56","216364","5.8","false"
"Test year (annual method)","2010","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.3","27000","94748","278","427052","22.2","false"
"Test year (annual method)","2011","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","79567","197","208065","38.2","false"
"Test year (annual method)","2011","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.5","27000","11777","57","217187","5.4","false"
"Test year (annual method)","2011","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.3","27000","91344","254","425252","21.5","false"
"Test year (annual method)","2012","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","78842","191","207312","38","false"
"Test year (annual method)","2012","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.6","27000","11743","66","215225","5.5","false"
"Test year (annual method)","2012","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.3","27000","90585","257","422537","21.4","false"
"Test year (annual method)","2013","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","79168","143","207390","38.2","false"
"Test year (annual method)","2013","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.4","27000","10320","40","213325","4.8","false"
"Test year (annual method)","2013","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","89488","183","420715","21.3","false"
"Test year (annual method)","2014","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","79460","169","208919","38","false"
"Test year (annual method)","2014","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.5","27000","9600","51","211046","4.5","false"
"Test year (annual method)","2014","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","89060","220","419965","21.2","false"
"Test year (annual method)","2015","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","79181","171","210833","37.6","false"
"Test year (annual method)","2015","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.5","27000","8536","42","210596","4.1","false"
"Test year (annual method)","2015","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","87717","213","421429","20.8","false"
"Test year (annual method)","2016","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","81012","189","211442","38.3","false"
"Test year (annual method)","2016","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.7","27000","8832","58","211658","4.2","false"
"Test year (annual method)","2016","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.3","27000","89844","247","423100","21.2","false"
"Test year (annual method)","2017","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","82881","153","211833","39.1","false"
"Test year (annual method)","2017","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.5","27000","9654","49","214657","4.5","false"
"Test year (annual method)","2017","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","92535","202","426490","21.7","false"
"Test year (annual method)","2018","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","82341","171","210197","39.2","false"
"Test year (annual method)","2018","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.5","27000","8834","43","217283","4.1","false"
"Test year (annual method)","2018","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","91175","214","427480","21.3","false"
"Test year (annual method)","2019","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","80844","129","206911","39.1","false"
"Test year (annual method)","2019","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.4","27000","9014","33","217909","4.1","false"
"Test year (annual method)","2019","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","89858","162","424820","21.2","false"
"Test year (annual method)","2019","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.4","27000","80844","351","206911","39.1","false"
"Test year (annual method)","2019","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.5","27000","89858","460","424820","21.2","false"
"Test year (annual method)","2020","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.2","27000","72364","114","202513","35.7","false"
"Test year (annual method)","2020","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.7","27000","5473","37","216445","2.5","false"
"Test year (annual method)","2020","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","77837","151","418958","18.6","false"
"Test year (annual method)","2021","Minnesota","<3 years",">10 mcg/dL (historic reference level)","0.1","27000","75451","110","197077","38.3","false"
"Test year (annual method)","2021","Minnesota","3-<6 years",">10 mcg/dL (historic reference level)","0.5","27000","8284","44","213568","3.9","false"
"Test year (annual method)","2021","Minnesota","<6 years",">10 mcg/dL (historic reference level)","0.2","27000","83735","154","410645","20.4","false"
"Test year (annual method)","2000","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","51","0","391","13","true"
"Test year (annual method)","2000","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","6.3*","27001","16","1","460","3.5","true"
"Test year (annual method)","2000","Aitkin","<6 years",">10 mcg/dL (historic reference level)","1.5*","27001","67","1","851","7.9","true"
"Test year (annual method)","2001","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","42","0","406","10.3","true"
"Test year (annual method)","2001","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","44","0","432","10.2","true"
"Test year (annual method)","2001","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","86","0","838","10.3","true"
"Test year (annual method)","2002","Aitkin","<3 years",">10 mcg/dL (historic reference level)","4.5*","27001","44","2","416","10.6","true"
"Test year (annual method)","2002","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","45","0","422","10.7","true"
"Test year (annual method)","2002","Aitkin","<6 years",">10 mcg/dL (historic reference level)","2.2*","27001","89","2","838","10.6","true"
"Test year (annual method)","2003","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","111","0","453","24.5","true"
"Test year (annual method)","2003","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","67","0","406","16.5","true"
"Test year (annual method)","2003","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","178","0","859","20.7","true"
"Test year (annual method)","2004","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.9*","27001","115","1","456","25.2","true"
"Test year (annual method)","2004","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","54","0","403","13.4","true"
"Test year (annual method)","2004","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.6*","27001","169","1","859","19.7","true"
"Test year (annual method)","2005","Aitkin","<3 years",">10 mcg/dL (historic reference level)","1.5*","27001","131","2","489","26.8","true"
"Test year (annual method)","2005","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","46","0","410","11.2","true"
"Test year (annual method)","2005","Aitkin","<6 years",">10 mcg/dL (historic reference level)","1.1*","27001","177","2","899","19.7","true"
"Test year (annual method)","2006","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","159","0","489","32.5","true"
"Test year (annual method)","2006","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","2.0*","27001","49","1","447","11","true"
"Test year (annual method)","2006","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.5*","27001","208","1","936","22.2","true"
"Test year (annual method)","2007","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","199","0","492","40.4","true"
"Test year (annual method)","2007","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","58","0","491","11.8","true"
"Test year (annual method)","2007","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","257","0","983","26.1","true"
"Test year (annual method)","2008","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.6*","27001","179","1","469","38.2","true"
"Test year (annual method)","2008","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","61","0","503","12.1","true"
"Test year (annual method)","2008","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.4*","27001","240","1","972","24.7","true"
"Test year (annual method)","2009","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","178","0","470","37.9","true"
"Test year (annual method)","2009","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","48","0","479","10","true"
"Test year (annual method)","2009","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","226","0","949","23.8","true"
"Test year (annual method)","2010","Aitkin","<3 years",">10 mcg/dL (historic reference level)","1.3*","27001","154","2","442","34.8","true"
"Test year (annual method)","2010","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","32","0","504","6.3","true"
"Test year (annual method)","2010","Aitkin","<6 years",">10 mcg/dL (historic reference level)","1.1*","27001","186","2","946","19.7","true"
"Test year (annual method)","2011","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","140","0","386","36.3","true"
"Test year (annual method)","2011","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","28","0","495","5.7","true"
"Test year (annual method)","2011","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","168","0","881","19.1","true"
"Test year (annual method)","2012","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.9*","27001","108","1","388","27.8","true"
"Test year (annual method)","2012","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","14","0","474","3","true"
"Test year (annual method)","2012","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.8*","27001","122","1","862","14.2","true"
"Test year (annual method)","2013","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","121","0","365","33.2","true"
"Test year (annual method)","2013","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","22","0","431","5.1","true"
"Test year (annual method)","2013","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","143","0","796","18","true"
"Test year (annual method)","2014","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","136","0","361","37.7","true"
"Test year (annual method)","2014","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","19","0","405","4.7","true"
"Test year (annual method)","2014","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","155","0","766","20.2","true"
"Test year (annual method)","2015","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","101","0","347","29.1","true"
"Test year (annual method)","2015","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","15","0","411","3.6","true"
"Test year (annual method)","2015","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","116","0","758","15.3","true"
"Test year (annual method)","2016","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","117","0","305","38.4","true"
"Test year (annual method)","2016","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","15","0","412","3.6","true"
"Test year (annual method)","2016","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","132","0","717","18.4","true"
"Test year (annual method)","2017","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","126","0","340","37.1","true"
"Test year (annual method)","2017","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","23","0","396","5.8","true"
"Test year (annual method)","2017","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","149","0","736","20.2","true"
"Test year (annual method)","2018","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","124","0","367","33.8","true"
"Test year (annual method)","2018","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","8","0","354","2.3","true"
"Test year (annual method)","2018","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","132","0","721","18.3","true"
"Test year (annual method)","2019","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.8*","27001","120","1","363","33.1","true"
"Test year (annual method)","2019","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","13","0","329","4","true"
"Test year (annual method)","2019","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.8*","27001","133","1","692","19.2","true"
"Test year (annual method)","2020","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","112","0","364","30.8","true"
"Test year (annual method)","2020","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","6","0","341","1.8","true"
"Test year (annual method)","2020","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","118","0","705","16.7","true"
"Test year (annual method)","2021","Aitkin","<3 years",">10 mcg/dL (historic reference level)","0.0*","27001","125","0","310","40.3","true"
"Test year (annual method)","2021","Aitkin","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","16","0","354","4.5","true"
"Test year (annual method)","2021","Aitkin","<6 years",">10 mcg/dL (historic reference level)","0.0*","27001","141","0","664","21.2","true"
"Test year (annual method)","2000","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.2*","27003","1061","2","13318","8","true"
"Test year (annual method)","2000","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.5*","27003","391","2","14081","2.8","true"
"Test year (annual method)","2000","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.3*","27003","1452","4","27399","5.3","true"
"Test year (annual method)","2001","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.5*","27003","1508","8","13469","11.2","true"
"Test year (annual method)","2001","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.8*","27003","488","4","14091","3.5","true"
"Test year (annual method)","2001","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.6*","27003","1996","12","27560","7.2","true"
"Test year (annual method)","2002","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.4*","27003","1774","7","13369","13.3","true"
"Test year (annual method)","2002","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.8*","27003","658","5","14031","4.7","true"
"Test year (annual method)","2002","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.5*","27003","2432","12","27400","8.9","true"
"Test year (annual method)","2003","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","2746","3","13238","20.7","true"
"Test year (annual method)","2003","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","699","1","13836","5.1","true"
"Test year (annual method)","2003","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","3445","4","27074","12.7","true"
"Test year (annual method)","2004","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.2*","27003","3564","6","13271","26.9","true"
"Test year (annual method)","2004","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","1086","1","14038","7.7","true"
"Test year (annual method)","2004","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","4650","7","27309","17","true"
"Test year (annual method)","2005","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.2*","27003","3403","8","13142","25.9","true"
"Test year (annual method)","2005","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.8*","27003","633","5","14049","4.5","true"
"Test year (annual method)","2005","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.3*","27003","4036","13","27191","14.8","true"
"Test year (annual method)","2006","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.2*","27003","4044","8","13360","30.3","true"
"Test year (annual method)","2006","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","720","0","13936","5.2","true"
"Test year (annual method)","2006","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","4764","8","27296","17.5","true"
"Test year (annual method)","2007","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","4873","3","13426","36.3","true"
"Test year (annual method)","2007","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.5*","27003","861","4","13945","6.2","true"
"Test year (annual method)","2007","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","5734","7","27371","20.9","true"
"Test year (annual method)","2008","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.0*","27003","5579","2","13383","41.7","true"
"Test year (annual method)","2008","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.3*","27003","781","2","13720","5.7","true"
"Test year (annual method)","2008","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6360","4","27103","23.5","true"
"Test year (annual method)","2009","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.0*","27003","5672","2","13357","42.5","true"
"Test year (annual method)","2009","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.4*","27003","706","3","13851","5.1","true"
"Test year (annual method)","2009","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6378","5","27208","23.4","true"
"Test year (annual method)","2010","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.0*","27003","5613","2","13158","42.7","true"
"Test year (annual method)","2010","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","589","1","13828","4.3","true"
"Test year (annual method)","2010","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","6202","3","26986","23","true"
"Test year (annual method)","2011","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5634","6","12832","43.9","true"
"Test year (annual method)","2011","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","462","0","13708","3.4","true"
"Test year (annual method)","2011","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6096","6","26540","23","true"
"Test year (annual method)","2012","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5555","4","12653","43.9","true"
"Test year (annual method)","2012","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","584","1","13501","4.3","true"
"Test year (annual method)","2012","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6139","5","26154","23.5","true"
"Test year (annual method)","2013","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.0*","27003","5642","1","12449","45.3","true"
"Test year (annual method)","2013","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","545","0","13581","4","true"
"Test year (annual method)","2013","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","6187","1","26030","23.8","true"
"Test year (annual method)","2014","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5675","7","12632","44.9","true"
"Test year (annual method)","2014","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","466","1","13356","3.5","true"
"Test year (annual method)","2014","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6141","8","25988","23.6","true"
"Test year (annual method)","2015","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5542","5","12757","43.4","true"
"Test year (annual method)","2015","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","435","0","13238","3.3","true"
"Test year (annual method)","2015","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","5977","5","25995","23","true"
"Test year (annual method)","2016","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5932","3","12957","45.8","true"
"Test year (annual method)","2016","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","483","1","13033","3.7","true"
"Test year (annual method)","2016","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6415","4","25990","24.7","true"
"Test year (annual method)","2017","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5957","4","13024","45.7","true"
"Test year (annual method)","2017","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","546","0","13540","4","true"
"Test year (annual method)","2017","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6503","4","26564","24.5","true"
"Test year (annual method)","2018","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","6273","6","13042","48.1","true"
"Test year (annual method)","2018","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","585","0","13643","4.3","true"
"Test year (annual method)","2018","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6858","6","26685","25.7","true"
"Test year (annual method)","2019","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.0*","27003","6418","2","13101","49","true"
"Test year (annual method)","2019","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","743","1","13922","5.3","true"
"Test year (annual method)","2019","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","7161","3","27023","26.5","true"
"Test year (annual method)","2020","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.1*","27003","5847","4","13017","44.9","true"
"Test year (annual method)","2020","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","347","0","13941","2.5","true"
"Test year (annual method)","2020","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.1*","27003","6194","4","26958","23","true"
"Test year (annual method)","2021","Anoka","<3 years",">10 mcg/dL (historic reference level)","0.0*","27003","5832","1","12754","45.7","true"
"Test year (annual method)","2021","Anoka","3-<6 years",">10 mcg/dL (historic reference level)","0.2*","27003","533","1","13995","3.8","true"
"Test year (annual method)","2021","Anoka","<6 years",">10 mcg/dL (historic reference level)","0.0*","27003","6365","2","26749","23.8","true"
"Test year (annual method)","2000","Becker","<3 years",">10 mcg/dL (historic reference level)","1.1*","27005","176","2","1115","15.8","true"
"Test year (annual method)","2000","Becker","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27005","69","0","1133","6.1","true"
"Test year (annual method)","2000","Becker","<6 years",">10 mcg/dL (historic reference level)","0.8*","27005","245","2","2248","10.9","true"
"Test year (annual method)","2001","Becker","<3 years",">10 mcg/dL (historic reference level)","0.6*","27005","180","1","1090","16.5","true"
"Test year (annual method)","2001","Becker","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27005","70","0","1213","5.8","true"
"Test year (annual method)","2001","Becker","<6 years",">10 mcg/dL (historic reference level)","0.4*","27005","250","1","2303","10.9","true"
"Test year (annual method)","2002","Becker","<3 years",">10 mcg/dL (historic reference level)","0.5*","27005","206","1","1084","19","true"
"Test year (annual method)","2002","Becker","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27005","74","0","1253","5.9","true"
"Test year (annual method)","2002","Becker","<6 years",">10 mcg/dL (historic reference level)","0.4*","27005","280","1","2337","12","true"
"Test year (annual method)","2003","Becker","<3 years",">10 mcg/dL (historic reference level)","0.0*","27005","236","0","1146","20.6","true"
"Test year (annual method)","2003","Becker","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27005","56","0","1233","4.5","true"
"Test year (annual method)","2003","Becker","<6 years",">10 mcg/dL (historic reference level)","0.0*","27005","292","0","2379","12.3","true"
"Test year (annual method)","2004","Becker","<3 years",">10 mcg/dL (historic reference level)","0.5*","27005","207","1","1234","16.8","true"
"Test year (annual method)","2004","Becker","3-<6 years",">10 mcg/dL (historic reference level)","0.0*","27005","72","0","1164","6.2","true"
"Test year (annual method)","2004","Becker","<6 years",">10 mcg/dL (historic reference level)","0.4*","27005","279","1","2398","11.6","true"
"Test year (annual method)","2005","Becker","<3 years",">10 mcg/dL (historic reference level)","1.2*","27005","252","3","1318","19.1","true"
"Test year (annual method)","2005","Becker","3-<6 years",">10 mcg/dL (historic reference level)","2.1*","27005","47","1","1141","4.1","true"
"Test year (annual method)","2005","Becker","<6 years",">10 mcg/dL (historic reference level)","1.3*","27005","299","4","2459","12.2","true"
"Test year (annual method)","2006","Becker","<3 years",">10 mcg/dL (historic reference level)","0.5*","27005","426","2","1333","32","true"
"Test year (annual method)","2006","Becker","3-<6 years",">10 mcg/dL (historic reference level)","0.9*","27005","107","1","1235","8.7","true"
