fips,population,year,county,sex,age,ci,aci,rate,ageAdjust,count,
"27093","39039","2016-2018","Meeker","All","All Ages 35+ Combined                                                 ","(26.0 - 37.1)","(25.7 - 38.8)","31.5","32.2","123.14",,
"27093","39766","2017-2019","Meeker","All","All Ages 35+ Combined                                                 ","(27.2 - 38.4)","(23.1 - 33.3)","32.8","28.2","130.45",,
"27093","40459","2018-2020","Meeker","All","All Ages 35+ Combined                                                 ","(30.2 - 41.9)","(25.3 - 35.8)","36","30.6","145.73",,
"27093","13496","2020","Meeker","All","All Ages 35+ Combined                                                 ","(24.6 - 45.0)","(22.3 - 43.0)","33.7","31.4","45.47",,
"27095","42997","2008-2010","Mille Lacs","All","All Ages 35+ Combined                                                 ","(52.9 - 67.6)","(45.1 - 57.8)","60.2","51.4","259",,
"27095","43530","2011-2013","Mille Lacs","All","All Ages 35+ Combined                                                 ","(44.7 - 58.2)","(38.0 - 49.8)","51.5","43.9","224",,
"27095","44200","2013-2015","Mille Lacs","All","All Ages 35+ Combined                                                 ","(46.4 - 60.0)","(38.8 - 50.5)","53.2","44.6","235",,
"27095","43046","2015-2017","Mille Lacs","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","40.5","38.6","174.52",,
"27095","43290","2016-2018","Mille Lacs","All","All Ages 35+ Combined                                                 ","(34.1 - 46.0)","(31.7 - 44.8)","40","38.2","173.2",,
"27095","43991","2017-2019","Mille Lacs","All","All Ages 35+ Combined                                                 ","(35.1 - 47.1)","(30.2 - 41.0)","41.1","35.6","180.72",,
"27095","44634","2018-2020","Mille Lacs","All","All Ages 35+ Combined                                                 ","(36.4 - 48.5)","(29.5 - 39.6)","42.5","34.6","189.66",,
"27095","14897","2020","Mille Lacs","All","All Ages 35+ Combined                                                 ","(28.1 - 48.5)","(22.9 - 40.5)","37.3","30.8","55.54",,
"27097","54560","2008-2010","Morrison","All","All Ages 35+ Combined                                                 ","(29.0 - 38.8)","(25.2 - 33.9)","33.9","29.6","185",,
"27097","56225","2011-2013","Morrison","All","All Ages 35+ Combined                                                 ","(30.1 - 39.9)","(24.5 - 32.7)","35","28.6","197",,
"27097","56684","2013-2015","Morrison","All","All Ages 35+ Combined                                                 ","(32.0 - 42.1)","(26.3 - 34.8)","37","30.6","210",,
"27097","55454","2015-2017","Morrison","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","29.9","27.5","165.59",,
"27097","56426","2016-2018","Morrison","All","All Ages 35+ Combined                                                 ","(25.6 - 34.7)","(22.6 - 31.8)","30.1","27.2","170.05",,
"27097","57389","2017-2019","Morrison","All","All Ages 35+ Combined                                                 ","(27.6 - 36.8)","(22.7 - 30.9)","32.2","26.8","184.79",,
"27097","58181","2018-2020","Morrison","All","All Ages 35+ Combined                                                 ","(27.6 - 36.8)","(21.9 - 29.7)","32.2","25.8","187.49",,
"27097","19381","2020","Morrison","All","All Ages 35+ Combined                                                 ","(25.2 - 41.9)","(19.8 - 33.9)","32.8","26.1","63.53",,
"27099","63807","2008-2010","Mower","All","All Ages 35+ Combined                                                 ","(34.2 - 43.9)","(25.6 - 33.3)","39","29.5","249",,
"27099","64550","2011-2013","Mower","All","All Ages 35+ Combined                                                 ","(35.2 - 45.0)","(27.1 - 35.1)","40.1","31.1","259",,
"27099","65146","2013-2015","Mower","All","All Ages 35+ Combined                                                 ","(31.2 - 40.4)","(24.3 - 31.8)","35.8","28.1","233",,
"27099","62790","2015-2017","Mower","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","35.5","33.9","223.06",,
"27099","63334","2016-2018","Mower","All","All Ages 35+ Combined                                                 ","(34.6 - 44.4)","(33.3 - 44.6)","39.5","38.9","250.1",,
"27099","64817","2017-2019","Mower","All","All Ages 35+ Combined                                                 ","(36.9 - 46.8)","(29.8 - 38.2)","41.8","34","271.16",,
"27099","66025","2018-2020","Mower","All","All Ages 35+ Combined                                                 ","(37.8 - 47.8)","(29.7 - 37.9)","42.8","33.8","282.82",,
"27099","21997","2020","Mower","All","All Ages 35+ Combined                                                 ","(27.8 - 43.9)","(22.1 - 35.9)","35.1","28.4","77.31",,
"27101","16000","2008-2010","Murray","All","All Ages 35+ Combined                                                 ","(22.7 - 40.5)","(18.1 - 33.5)","30.6","24.9","49",,
"27101","16090","2011-2013","Murray","All","All Ages 35+ Combined                                                 ","(27.9 - 47.3)","(20.8 - 36.8)","36.7","28","59",,
"27101","15872","2013-2015","Murray","All","All Ages 35+ Combined                                                 ","(32.2 - 52.9)","(22.3 - 38.4)","41.6","29.5","66",,
"27101","15160","2015-2017","Murray","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","17.2","14.4","26.12",,
"27101","14925","2016-2018","Murray","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27101","15271","2017-2019","Murray","All","All Ages 35+ Combined                                                 ","(6.3 - 17.6)","(3.8 - 11.7)","10.9","7","16.69",,
"27101","15572","2018-2020","Murray","All","All Ages 35+ Combined                                                 ","(15.6 - 31.2)","(9.8 - 21.3)","22.4","14.7","34.94",,
"27101","5198","2020","Murray","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27103","47864","2008-2010","Nicollet","All","All Ages 35+ Combined                                                 ","(28.1 - 38.4)","(25.8 - 35.4)","33.2","30.6","159",,
"27103","48792","2011-2013","Nicollet","All","All Ages 35+ Combined                                                 ","(27.5 - 37.7)","(24.3 - 33.5)","32.6","28.9","159",,
"27103","50436","2013-2015","Nicollet","All","All Ages 35+ Combined                                                 ","(27.5 - 37.5)","(23.3 - 32.0)","32.5","27.6","164",,
"27103","50431","2015-2017","Nicollet","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","25","26.1","126.05",,
"27103","52035","2016-2018","Nicollet","All","All Ages 35+ Combined                                                 ","(21.2 - 29.8)","(20.6 - 30.9)","25.5","25.8","132.7",,
"27103","52819","2017-2019","Nicollet","All","All Ages 35+ Combined                                                 ","(22.8 - 31.7)","(20.3 - 28.7)","27.2","24.5","143.81",,
"27103","53373","2018-2020","Nicollet","All","All Ages 35+ Combined                                                 ","(24.9 - 34.2)","(21.5 - 29.7)","29.5","25.6","157.66",,
"27103","17712","2020","Nicollet","All","All Ages 35+ Combined                                                 ","(17.2 - 32.2)","(15.2 - 29.0)","23.9","21.3","42.26",,
"27105","33683","2008-2010","Nobles","All","All Ages 35+ Combined                                                 ","(33.0 - 46.5)","(27.3 - 39.0)","39.8","33.2","134",,
"27105","33650","2011-2013","Nobles","All","All Ages 35+ Combined                                                 ","(33.4 - 46.9)","(26.6 - 37.8)","40.1","32.2","135",,
"27105","33454","2013-2015","Nobles","All","All Ages 35+ Combined                                                 ","(33.0 - 46.5)","(27.0 - 38.6)","39.8","32.8","133",,
"27105","32658","2015-2017","Nobles","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","17.2","16.1","56.26",,
"27105","32935","2016-2018","Nobles","All","All Ages 35+ Combined                                                 ","(2.2 - 6.9)","(1.2 - 3.9)","4","2.3","13.29",,
"27105","33229","2017-2019","Nobles","All","All Ages 35+ Combined                                                 ","(8.5 - 16.2)","(6.7 - 13.5)","11.9","9.7","39.46",,
"27105","33600","2018-2020","Nobles","All","All Ages 35+ Combined                                                 ","(19.7 - 30.7)","(15.1 - 23.9)","24.7","19.1","83.09",,
"27105","11187","2020","Nobles","All","All Ages 35+ Combined                                                 ","(28.4 - 52.5)","(22.2 - 42.1)","39.1","31","43.75",,
"27107","12218","2008-2010","Norman","All","All Ages 35+ Combined                                                 ","(34.6 - 59.5)","(25.5 - 45.6)","45.8","34.5","56",,
"27107","12306","2011-2013","Norman","All","All Ages 35+ Combined                                                 ","(38.6 - 64.6)","(28.0 - 47.9)","50.4","37","62",,
"27107","12073","2013-2015","Norman","All","All Ages 35+ Combined                                                 ","(51.1 - 80.6)","(36.8 - 59.6)","64.6","47.2","78",,
"27107","11521","2015-2017","Norman","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","58.8","51.7","67.76",,
"27107","11226","2016-2018","Norman","All","All Ages 35+ Combined                                                 ","(41.1 - 69.2)","(33.8 - 61.1)","53.8","45.9","60.39",,
"27107","11442","2017-2019","Norman","All","All Ages 35+ Combined                                                 ","(44.0 - 72.6)","(33.7 - 56.8)","57","44.1","65.22",,
"27107","11599","2018-2020","Norman","All","All Ages 35+ Combined                                                 ","(47.9 - 77.3)","(36.8 - 60.7)","61.3","47.6","71.08",,
"27107","3842","2020","Norman","All","All Ages 35+ Combined                                                 ","(42.1 - 96.0)","(35.0 - 85.3)","65","56.1","24.98",,
"27109","221659","2008-2010","Olmsted","All","All Ages 35+ Combined                                                 ","(20.6 - 24.6)","(19.7 - 23.5)","22.6","21.6","501",,
"27109","230381","2011-2013","Olmsted","All","All Ages 35+ Combined                                                 ","(20.9 - 24.8)","(19.4 - 23.1)","22.9","21.3","527",,
"27109","237311","2013-2015","Olmsted","All","All Ages 35+ Combined                                                 ","(22.4 - 26.4)","(20.3 - 24.0)","24.4","22.2","579",,
"27109","235138","2015-2017","Olmsted","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","24.6","26.9","577.77",,
"27109","240676","2016-2018","Olmsted","All","All Ages 35+ Combined                                                 ","(24.5 - 28.6)","(25.9 - 31.0)","26.5","28.5","638.1",,
"27109","244796","2017-2019","Olmsted","All","All Ages 35+ Combined                                                 ","(26.7 - 30.9)","(24.6 - 28.6)","28.8","26.6","704.7",,
"27109","248773","2018-2020","Olmsted","All","All Ages 35+ Combined                                                 ","(28.8 - 33.2)","(25.3 - 29.2)","31","27.2","771.45",,
"27109","83218","2020","Olmsted","All","All Ages 35+ Combined                                                 ","(23.7 - 30.8)","(20.6 - 26.9)","27.3","23.7","227.16",,
"27111","104249","2008-2010","Otter Tail","All","All Ages 35+ Combined                                                 ","(42.9 - 51.3)","(33.3 - 40.1)","47.1","36.7","491",,
"27111","106394","2011-2013","Otter Tail","All","All Ages 35+ Combined                                                 ","(43.2 - 51.5)","(32.3 - 38.8)","47.4","35.6","504",,
"27111","106440","2013-2015","Otter Tail","All","All Ages 35+ Combined                                                 ","(45.1 - 53.5)","(33.1 - 39.7)","49.3","36.4","525",,
"27111","103212","2015-2017","Otter Tail","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","43","39.7","443.32",,
"27111","104032","2016-2018","Otter Tail","All","All Ages 35+ Combined                                                 ","(38.3 - 46.2)","(33.4 - 41.7)","42.2","37.6","439.34",,
"27111","106180","2017-2019","Otter Tail","All","All Ages 35+ Combined                                                 ","(40.0 - 48.0)","(30.2 - 36.8)","44","33.5","466.97",,
"27111","108174","2018-2020","Otter Tail","All","All Ages 35+ Combined                                                 ","(42.4 - 50.5)","(30.6 - 37.0)","46.4","33.8","502.35",,
"27111","36079","2020","Otter Tail","All","All Ages 35+ Combined                                                 ","(35.0 - 48.3)","(24.4 - 34.4)","41.7","29.4","150.33",,
"27113","22312","2008-2010","Pennington","All","All Ages 35+ Combined                                                 ","(37.7 - 55.6)","(31.6 - 47.2)","46.6","39.4","104",,
"27113","22952","2011-2013","Pennington","All","All Ages 35+ Combined                                                 ","(31.9 - 48.7)","(25.7 - 39.7)","39.6","32.2","91",,
"27113","23119","2013-2015","Pennington","All","All Ages 35+ Combined                                                 ","(36.3 - 53.6)","(31.0 - 46.5)","45","38.7","104",,
"27113","22763","2015-2017","Pennington","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","41.3","43.6","94.02",,
"27113","23092","2016-2018","Pennington","All","All Ages 35+ Combined                                                 ","(34.2 - 51.4)","(34.0 - 54.4)","42.1","43.4","97.3",,
"27113","23458","2017-2019","Pennington","All","All Ages 35+ Combined                                                 ","(32.1 - 48.6)","(28.5 - 44.3)","39.7","35.7","93.17",,
"27113","23786","2018-2020","Pennington","All","All Ages 35+ Combined                                                 ","(29.7 - 45.6)","(24.0 - 37.6)","37.1","30.2","88.13",,
"27113","7917","2020","Pennington","All","All Ages 35+ Combined                                                 ","(17.8 - 42.7)","(13.3 - 32.5)","28.3","21.4","22.41",,
"27115","49192","2008-2010","Pine","All","All Ages 35+ Combined                                                 ","(38.6 - 50.4)","(34.2 - 44.7)","44.5","39.4","219",,
"27115","52212","2011-2013","Pine","All","All Ages 35+ Combined                                                 ","(30.9 - 41.2)","(27.1 - 36.3)","36","31.7","188",,
"27115","52795","2013-2015","Pine","All","All Ages 35+ Combined                                                 ","(34.7 - 45.6)","(28.7 - 37.9)","40.2","33.3","212",,
"27115","51935","2015-2017","Pine","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","36.6","39.4","189.89",,
"27115","52932","2016-2018","Pine","All","All Ages 35+ Combined                                                 ","(32.8 - 43.4)","(33.0 - 45.4)","38.1","39.2","201.66",,
"27115","53983","2017-2019","Pine","All","All Ages 35+ Combined                                                 ","(32.6 - 43.0)","(28.0 - 37.5)","37.8","32.7","204.06",,
"27115","54936","2018-2020","Pine","All","All Ages 35+ Combined                                                 ","(38.8 - 49.9)","(32.0 - 41.7)","44.3","36.9","243.51",,
"27115","18366","2020","Pine","All","All Ages 35+ Combined                                                 ","(38.7 - 59.4)","(31.1 - 48.6)","48.2","39.1","88.57",,
"27117","16501","2008-2010","Pipestone","All","All Ages 35+ Combined                                                 ","(32.0 - 52.2)","(25.1 - 42.1)","41.2","32.8","68",,
"27117","16327","2011-2013","Pipestone","All","All Ages 35+ Combined                                                 ","(29.7 - 49.4)","(22.5 - 38.8)","38.6","29.9","63",,
"27117","16058","2013-2015","Pipestone","All","All Ages 35+ Combined                                                 ","(32.3 - 53.0)","(25.1 - 42.3)","41.7","32.9","67",,
"27117","15297","2015-2017","Pipestone","ALL","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27117","15077","2016-2018","Pipestone","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27117","15306","2017-2019","Pipestone","All","All Ages 35+ Combined                                                 ","(7.8 - 19.9)","(5.5 - 15.1)","12.9","9.4","19.67",,
"27117","15598","2018-2020","Pipestone","All","All Ages 35+ Combined                                                 ","(21.0 - 38.5)","(13.9 - 26.8)","28.8","19.6","44.92",,
"27117","5236","2020","Pipestone","All","All Ages 35+ Combined                                                 ","(27.7 - 65.7)","(17.8 - 45.1)","43.8","29.2","22.92",,
"27119","51238","2008-2010","Polk","All","All Ages 35+ Combined                                                 ","(33.4 - 44.2)","(26.9 - 36.1)","38.8","31.5","199",,
"27119","51733","2011-2013","Polk","All","All Ages 35+ Combined                                                 ","(25.1 - 34.5)","(19.8 - 27.5)","29.8","23.7","154",,
"27119","51639","2013-2015","Polk","All","All Ages 35+ Combined                                                 ","(31.0 - 41.4)","(24.4 - 33.0)","36.2","28.7","187",,
"27119","50252","2015-2017","Polk","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","36.4","36.5","182.69",,
"27119","50440","2016-2018","Polk","All","All Ages 35+ Combined                                                 ","(28.9 - 39.1)","(27.5 - 39.3)","34","33.4","171.47",,
"27119","51162","2017-2019","Polk","All","All Ages 35+ Combined                                                 ","(27.0 - 36.8)","(22.4 - 31.1)","31.9","26.8","163.28",,
"27119","51853","2018-2020","Polk","All","All Ages 35+ Combined                                                 ","(26.1 - 35.7)","(20.9 - 29.1)","30.9","25","160.25",,
"27119","17289","2020","Polk","All","All Ages 35+ Combined                                                 ","(15.6 - 30.2)","(12.6 - 25.5)","22","18.2","38.04",,
"27121","20168","2008-2010","Pope","All","All Ages 35+ Combined                                                 ","(35.4 - 54.3)","(23.4 - 36.4)","44.1","29.3","89",,
"27121","20264","2011-2013","Pope","All","All Ages 35+ Combined                                                 ","(27.4 - 44.2)","(21.5 - 36.3)","35","28.2","71",,
"27121","20289","2013-2015","Pope","All","All Ages 35+ Combined                                                 ","(24.7 - 40.8)","(18.2 - 31.0)","32","24","65",,
"27121","19693","2015-2017","Pope","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","25.6","21.9","50.45",,
"27121","19703","2016-2018","Pope","All","All Ages 35+ Combined                                                 ","(22.9 - 38.7)","(19.4 - 35.8)","30","26.7","59.2",,
"27121","20117","2017-2019","Pope","All","All Ages 35+ Combined                                                 ","(21.7 - 37.0)","(17.0 - 30.7)","28.6","23.1","57.51",,
"27121","20615","2018-2020","Pope","All","All Ages 35+ Combined                                                 ","(25.1 - 41.1)","(18.7 - 32.3)","32.4","24.8","66.72",,
"27121","6934","2020","Pope","All","All Ages 35+ Combined                                                 ","(20.6 - 49.1)","(14.9 - 38.0)","32.6","24.5","22.63",,
"27123","771934","2008-2010","Ramsey","All","All Ages 35+ Combined                                                 ","(28.2 - 30.6)","(25.6 - 27.9)","29.4","26.8","2267",,
"27123","771350","2011-2013","Ramsey","All","All Ages 35+ Combined                                                 ","(27.5 - 29.9)","(25.1 - 27.3)","28.7","26.2","2213",,
"27123","791902","2013-2015","Ramsey","All","All Ages 35+ Combined                                                 ","(28.2 - 30.5)","(25.4 - 27.6)","29.3","26.5","2324",,
"27123","784276","2015-2017","Ramsey","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","25.2","26.7","1975.83",,
"27123","800805","2016-2018","Ramsey","All","All Ages 35+ Combined                                                 ","(23.9 - 26.1)","(24.8 - 27.5)","25","26.2","2004.85",,
"27123","812321","2017-2019","Ramsey","All","All Ages 35+ Combined                                                 ","(24.3 - 26.5)","(22.4 - 24.6)","25.4","23.5","2061.08",,
"27123","823288","2018-2020","Ramsey","All","All Ages 35+ Combined                                                 ","(25.9 - 28.2)","(23.1 - 25.2)","27","24.1","2225.5",,
"27123","274805","2020","Ramsey","All","All Ages 35+ Combined                                                 ","(21.3 - 24.9)","(18.8 - 22.1)","23.1","20.4","634.37",,
"27125","7094","2008-2010","Red Lake","All","All Ages 35+ Combined                                                 ","(17.2 - 43.5)","(14.6 - 38.2)","28.2","24.4","20",,
"27125","7084","2011-2013","Red Lake","All","All Ages 35+ Combined                                                 ","(20.6 - 48.7)","(15.4 - 36.6)","32.5","24.4","23",,
"27125","7086","2013-2015","Red Lake","All","All Ages 35+ Combined                                                 ","(34.4 - 68.7)","(26.5 - 54.0)","49.4","38.4","35",,
"27125","6943","2015-2017","Red Lake","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","32.6","28.8","22.61",,
"27125","6999","2016-2018","Red Lake","All","All Ages 35+ Combined                                                 ","(20.3 - 48.4)","(16.2 - 44.6)","32.1","27.8","22.49",,
"27125","7149","2017-2019","Red Lake","All","All Ages 35+ Combined                                                 ","(17.0 - 43.1)","(13.7 - 38.2)","27.9","23.7","19.92",,
"27125","7272","2018-2020","Red Lake","All","All Ages 35+ Combined                                                 ","(21.2 - 49.2)","(17.5 - 44.0)","33.1","28.5","24.05",,
"27125","2439","2020","Red Lake","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27127","27455","2008-2010","Redwood","All","All Ages 35+ Combined                                                 ","(29.3 - 43.6)","(21.8 - 33.0)","36.4","27.4","100",,
"27127","27657","2011-2013","Redwood","All","All Ages 35+ Combined                                                 ","(29.1 - 43.6)","(21.8 - 33.5)","35.8","27.2","99",,
"27127","27048","2013-2015","Redwood","All","All Ages 35+ Combined                                                 ","(32.1 - 47.1)","(22.9 - 34.2)","39.6","28.6","107",,
"27127","25877","2015-2017","Redwood","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","24.7","19.1","63.92",,
"27127","25467","2016-2018","Redwood","All","All Ages 35+ Combined                                                 ","(19.8 - 32.6)","(15.7 - 27.9)","25.6","21.1","65.19",,
"27127","25948","2017-2019","Redwood","All","All Ages 35+ Combined                                                 ","(23.8 - 37.6)","(18.2 - 29.6)","30.2","23.4","78.25",,
"27127","26286","2018-2020","Redwood","All","All Ages 35+ Combined                                                 ","(32.9 - 48.3)","(23.8 - 35.8)","40.6","29.8","106.67",,
"27127","8690","2020","Redwood","All","All Ages 35+ Combined                                                 ","(29.6 - 58.2)","(21.4 - 43.4)","42.2","31","36.64",,
"27129","28125","2008-2010","Renville","All","All Ages 35+ Combined                                                 ","(33.7 - 48.8)","(27.9 - 41.2)","41.2","34.6","116",,
"27129","27649","2011-2013","Renville","All","All Ages 35+ Combined                                                 ","(29.4 - 43.7)","(22.3 - 33.6)","36.5","27.9","101",,
"27129","27069","2013-2015","Renville","All","All Ages 35+ Combined                                                 ","(37.7 - 53.9)","(28.0 - 40.9)","45.8","34.4","124",,
"27129","25699","2015-2017","Renville","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","38.6","31.9","99.11",,
"27129","25227","2016-2018","Renville","All","All Ages 35+ Combined                                                 ","(28.1 - 43.1)","(24.0 - 39.5)","35","31.1","88.32",,
"27129","25611","2017-2019","Renville","All","All Ages 35+ Combined                                                 ","(27.0 - 41.7)","(21.2 - 33.6)","33.8","26.9","86.53",,
"27129","25992","2018-2020","Renville","All","All Ages 35+ Combined                                                 ","(27.1 - 41.6)","(20.4 - 32.2)","33.8","25.8","87.84",,
"27129","8668","2020","Renville","All","All Ages 35+ Combined                                                 ","(20.5 - 45.3)","(14.9 - 33.8)","31.1","23","27",,
"27131","93682","2008-2010","Rice","All","All Ages 35+ Combined                                                 ","(30.5 - 38.0)","(28.6 - 35.7)","34.3","32.1","321",,
"27131","98546","2011-2013","Rice","All","All Ages 35+ Combined                                                 ","(22.0 - 28.3)","(20.2 - 26.0)","25.2","23.1","248",,
"27131","100571","2013-2015","Rice","All","All Ages 35+ Combined                                                 ","(25.5 - 32.2)","(23.3 - 29.5)","28.8","26.4","290",,
"27131","99315","2015-2017","Rice","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","31.3","33.8","310.89",,
"27131","100790","2016-2018","Rice","All","All Ages 35+ Combined                                                 ","(30.7 - 38.0)","(31.7 - 40.4)","34.3","36","346.14",,
"27131","102315","2017-2019","Rice","All","All Ages 35+ Combined                                                 ","(29.2 - 36.3)","(27.2 - 34.0)","32.7","30.6","335.05",,
"27131","103740","2018-2020","Rice","All","All Ages 35+ Combined                                                 ","(30.3 - 37.4)","(26.7 - 33.1)","33.8","29.9","350.81",,
"27131","34635","2020","Rice","All","All Ages 35+ Combined                                                 ","(23.4 - 35.0)","(20.1 - 30.3)","28.7","24.8","99.52",,
"27133","16372","2008-2010","Rock","All","All Ages 35+ Combined                                                 ","(38.7 - 60.8)","(28.8 - 46.3)","48.9","36.8","80",,
"27133","16591","2011-2013","Rock","All","All Ages 35+ Combined                                                 ","(28.1 - 47.2)","(22.7 - 39.2)","36.8","30.1","61",,
"27133","16617","2013-2015","Rock","All","All Ages 35+ Combined                                                 ","(22.3 - 39.7)","(16.7 - 30.4)","30.1","22.8","50",,
"27133","15895","2015-2017","Rock","ALL","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27133","15554","2016-2018","Rock","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27133","15818","2017-2019","Rock","All","All Ages 35+ Combined                                                 ","(11.7 - 25.4)","(8.8 - 20.0)","17.6","13.5","27.82",,
"27133","16106","2018-2020","Rock","All","All Ages 35+ Combined                                                 ","(23.8 - 42.0)","(17.3 - 31.1)","32","23.5","51.49",,
"27133","5401","2020","Rock","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27135","26506","2008-2010","Roseau","All","All Ages 35+ Combined                                                 ","(31.0 - 45.9)","(29.1 - 43.6)","38.5","36.4","102",,
"27135","26804","2011-2013","Roseau","All","All Ages 35+ Combined                                                 ","(22.7 - 35.9)","(20.8 - 33.3)","28.7","26.5","77",,
"27135","26909","2013-2015","Roseau","All","All Ages 35+ Combined                                                 ","(27.9 - 42.3)","(24.1 - 36.9)","34.6","30","93",,
"27135","26094","2015-2017","Roseau","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","30.8","31.3","80.48",,
"27135","25884","2016-2018","Roseau","All","All Ages 35+ Combined                                                 ","(22.6 - 36.1)","(22.9 - 40.5)","28.8","30.8","74.52",,
"27135","26216","2017-2019","Roseau","All","All Ages 35+ Combined                                                 ","(24.1 - 37.9)","(20.9 - 33.7)","30.4","26.8","79.7",,
"27135","26554","2018-2020","Roseau","All","All Ages 35+ Combined                                                 ","(25.6 - 39.7)","(21.0 - 33.1)","32.1","26.5","85.22",,
"27135","8863","2020","Roseau","All","All Ages 35+ Combined                                                 ","null","null","null","null","null",,
"27137","332292","2008-2010","St. Louis","All","All Ages 35+ Combined                                                 ","(39.7 - 44.1)","(33.2 - 37.1)","41.9","35.1","1391",,
"27137","336985","2011-2013","St. Louis","All","All Ages 35+ Combined                                                 ","(39.2 - 43.6)","(32.0 - 35.7)","41.4","33.9","1395",,
"27137","13938","2013-2015","St. Louis","All","All Ages 35+ Combined                                                 ","(34.7 - 57.8)","(25.0 - 43.4)","45.2","33.3","63",,
"27137","13456","2015-2017","St. Louis","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","41.5","36.9","55.83",,
"27137","330917","2016-2018","St. Louis","All","All Ages 35+ Combined                                                 ","(34.5 - 38.6)","(32.5 - 37.2)","36.6","34.8","1210.73",,
"27137","227802","2017-2019","St. Louis","All","All Ages 35+ Combined                                                 ","(20.7 - 24.6)","(24.0 - 28.9)","22.7","26.5","516.57",,
"27137","340415","2018-2020","St. Louis","All","All Ages 35+ Combined                                                 ","(37.6 - 41.8)","(29.8 - 33.4)","39.7","31.6","1351.48",,
"27137","113471","2020","St. Louis","All","All Ages 35+ Combined                                                 ","(35.7 - 43.0)","(28.3 - 34.4)","39.3","31.4","446.09",,
"27139","189214","2008-2010","Scott","All","All Ages 35+ Combined                                                 ","(21.5 - 25.9)","(28.6 - 34.8)","23.7","31.7","448",,
"27139","204266","2011-2013","Scott","All","All Ages 35+ Combined                                                 ","(21.6 - 25.9)","(26.3 - 31.7)","23.7","29","485",,
"27139","338035","2013-2015","Scott","All","All Ages 35+ Combined                                                 ","(39.3 - 43.6)","(32.5 - 36.3)","41.4","34.4","1401",,
"27139","329485","2015-2017","Scott","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","37","36.1","1218.1",,
"27139","224623","2016-2018","Scott","All","All Ages 35+ Combined                                                 ","(20.3 - 24.2)","(26.1 - 32.6)","22.2","29.3","498.95",,
"27139","146546","2017-2019","Scott","All","All Ages 35+ Combined                                                 ","(24.1 - 29.4)","(25.6 - 31.6)","26.7","28.6","391.42",,
"27139","231279","2018-2020","Scott","All","All Ages 35+ Combined                                                 ","(24.2 - 28.4)","(26.2 - 30.9)","26.3","28.5","608.35",,
"27139","77718","2020","Scott","All","All Ages 35+ Combined                                                 ","(21.0 - 28.0)","(22.3 - 30.0)","24.5","26.1","190.22",,
"27141","124002","2008-2010","Sherburne","All","All Ages 35+ Combined                                                 ","(20.6 - 26.0)","(24.7 - 31.5)","23.3","28.1","289",,
"27141","133850","2011-2013","Sherburne","All","All Ages 35+ Combined                                                 ","(20.4 - 25.6)","(23.2 - 29.3)","23","26.2","308",,
"27141","214340","2013-2015","Sherburne","All","All Ages 35+ Combined                                                 ","(23.2 - 27.5)","(26.7 - 31.8)","25.3","29.2","543",,
"27141","217702","2015-2017","Sherburne","ALL","All Ages 35+ Combined                                                 ","(0.0 - 0.0)","(0.0 - 0.0)","22.4","30.3","487.18",,
