pwsId,year,analyteCode,pwsName,countyServed,cityServed,waterSource,mean,max,populationServed,fips
1020030,1998,Arsenic,"Linwood Terrace, Inc.",Anoka,Wyoming,Groundwater,null,null,290,27003
1030001,1998,Arsenic,Audubon,Becker,Audubon,Groundwater,null,null,540,27005
1030004,1998,Arsenic,Callaway,Becker,Callaway,Groundwater,null,null,234,27005
1030003,1998,Arsenic,Twin Haven Estates,Becker,Detroit Lakes,Groundwater,null,null,200,27005
1030005,1998,Arsenic,Detroit Lakes,Becker,Detroit Lakes,Groundwater,1.2 ug/L,1.2 ug/L,8763,27005
1030006,1998,Arsenic,Oak Grove Mobile Home Park,Becker,Detroit Lakes,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),60,27005
1030010,1998,Arsenic,Kountry Manor Mobile Home Park,Becker,Detroit Lakes,Groundwater,8.9 ug/L,8.9 ug/L,80,27005
1030022,1998,Arsenic,Brandy Lake Estates,Becker,Detroit Lakes,Groundwater,11.0 ug/L,11.0 ug/L,50,27005
1030014,1998,Arsenic,Frazee,Becker,Frazee,Groundwater,null,null,1400,27005
1030016,1998,Arsenic,Lake Park,Becker,Lake Park,Groundwater,null,null,784,27005
1040001,1998,Arsenic,Elpine Village,Beltrami,Bemidji,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),125,27007
1040002,1998,Arsenic,Bemidji,Beltrami,Bemidji,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),13560,27007
1040007,1998,Arsenic,Birchlane Trailer Court,Beltrami,Bemidji,Groundwater,1.1 ug/L,1.1 ug/L,80,27007
1040009,1998,Arsenic,Little Norway Trailer Court,Beltrami,Bemidji,Groundwater,null,null,60,27007
1040024,1998,Arsenic,Northern Trailer Park,Beltrami,Bemidji,Groundwater,null,null,40,27007
1040026,1998,Arsenic,Secluded Acres,Beltrami,Bemidji,Groundwater,null,null,60,27007
1040027,1998,Arsenic,Woodland Mobile Home Park,Beltrami,Bemidji,Groundwater,null,null,70,27007
1040030,1998,Arsenic,Grass Lake Mobile Home Park,Beltrami,Bemidji,Groundwater,null,null,80,27007
1040031,1998,Arsenic,Oak Hills Fellowship Bible College,Beltrami,Bemidji,Groundwater,3.8 ug/L,3.8 ug/L,225,27007
1040032,1998,Arsenic,Pine Valley Mobile Home Park,Beltrami,Bemidji,Groundwater,null,null,60,27007
1040033,1998,Arsenic,Country Lane Mobile Home Park,Beltrami,Bemidji,Groundwater,null,null,35,27007
1040034,1998,Arsenic,Movil Lake Trailer Park,Beltrami,Bemidji,Groundwater,null,null,50,27007
1040035,1998,Arsenic,Roosevelt Manor,Beltrami,Bemidji,Groundwater,null,null,60,27007
1040036,1998,Arsenic,Cottage Creek Estates,Beltrami,Bemidji,Groundwater,null,null,35,27007
1040014,1998,Arsenic,Blackduck,Beltrami,Blackduck,Groundwater,null,null,797,27007
1040017,1998,Arsenic,Kelliher,Beltrami,Kelliher,Groundwater,null,null,266,27007
1050001,1998,Arsenic,Foley,Benton,Foley,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2636,27009
1050002,1998,Arsenic,Rice,Benton,Rice,Groundwater,null,null,1279,27009
1050003,1998,Arsenic,Rockwood Estates,Benton,Rice,Groundwater,null,null,400,27009
1050009,1998,Arsenic,Benton Utilities LLC,Benton,Rice,Groundwater,null,null,120,27009
1050004,1998,Arsenic,Sauk Rapids,Benton,Sauk Rapids,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),13083,27009
1050005,1998,Arsenic,Fischers Garden Mobile Home Park,Benton,Sauk Rapids,Groundwater,null,null,220,27009
1060002,1998,Arsenic,Beardsley,Big Stone,Beardsley,Groundwater,2.15 ug/L,3.8 ug/L,231,27011
1060003,1998,Arsenic,Clinton,Big Stone,Clinton,Groundwater,null,null,450,27011
1060010,1998,Arsenic,Lismore Colony,Big Stone,Clinton,Groundwater,null,null,77,27011
1060004,1998,Arsenic,Correll,Big Stone,Correll,Groundwater,null,null,32,27011
1060005,1998,Arsenic,Graceville,Big Stone,Graceville,Groundwater,null,null,565,27011
1060009,1998,Arsenic,Big Stone Hutterite,Big Stone,Graceville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),75,27011
1060006,1998,Arsenic,Johnson,Big Stone,Johnson,Groundwater,null,null,32,27011
1060007,1998,Arsenic,Odessa,Big Stone,Odessa,Groundwater,1.5 ug/L,1.5 ug/L,113,27011
1060008,1998,Arsenic,Ortonville,Big Stone,Ortonville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1916,27011
1070001,1998,Arsenic,Amboy,Blue Earth,Amboy,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),534,27013
1070002,1998,Arsenic,Eagle Lake,Blue Earth,Eagle Lake,Groundwater,null,null,2520,27013
1070005,1998,Arsenic,Good Thunder,Blue Earth,Good Thunder,Groundwater,null,null,583,27013
1070006,1998,Arsenic,Lake Crystal,Blue Earth,Lake Crystal,Groundwater,null,null,2554,27013
1070007,1998,Arsenic,Madison Lake,Blue Earth,Madison Lake,Groundwater,null,null,1017,27013
1070009,1998,Arsenic,Mankato,Blue Earth,Mankato,Groundwater,null,null,39624,27013
1070012,1998,Arsenic,Hillcrest Health Care Center,Blue Earth,Mankato,Groundwater,1.6 ug/L,1.6 ug/L,94,27013
1070016,1998,Arsenic,"Rapidan Development Company, Inc.",Blue Earth,Mankato,Groundwater,null,null,164,27013
1070020,1998,Arsenic,Southview Heights,Blue Earth,Mankato,Groundwater,1.6 ug/L,1.6 ug/L,210,27013
1070021,1998,Arsenic,Stony Creek Well Association,Blue Earth,Mankato,Groundwater,6.5 ug/L,6.5 ug/L,51,27013
1070022,1998,Arsenic,Riverbend Estates,Blue Earth,Mankato,Groundwater,null,null,60,27013
1070024,1998,Arsenic,School Sisters of Notre Dame,Blue Earth,Mankato,Groundwater,null,null,165,27013
1070025,1998,Arsenic,Terrace View East Condominium Assoc.,Blue Earth,Mankato,Groundwater,1.2 ug/L,1.2 ug/L,25,27013
1070026,1998,Arsenic,South Bend Township,Blue Earth,Mankato,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),325,27013
1070013,1998,Arsenic,Mapleton,Blue Earth,Mapleton,Groundwater,null,null,1756,27013
1070015,1998,Arsenic,Pemberton,Blue Earth,Pemberton,Groundwater,1.6 ug/L,1.6 ug/L,247,27013
1070018,1998,Arsenic,Skyline,Blue Earth,Skyline,Groundwater,null,null,297,27013
1070017,1998,Arsenic,Saint Clair,Blue Earth,St. Clair,Groundwater,null,null,875,27013
1070019,1998,Arsenic,Vernon Center,Blue Earth,Vernon Center,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),332,27013
1080010,1998,Arsenic,Cobden,Brown,Cobden,Groundwater,null,null,36,27015
1080001,1998,Arsenic,Comfrey,Brown,Comfrey,Groundwater,5.3 ug/L,5.3 ug/L,375,27015
1080009,1998,Arsenic,Evan,Brown,Evan,Purchased Groundwater,null,null,86,27015
1080002,1998,Arsenic,Hanska,Brown,Hanska,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),393,27015
1080003,1998,Arsenic,New Ulm,Brown,New Ulm,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),13522,27015
1080004,1998,Arsenic,Skyview Mobile Villa,Brown,New Ulm,Groundwater,null,null,90,27015
1080005,1998,Arsenic,Sleepy Eye,Brown,Sleepy Eye,Groundwater,null,null,3599,27015
1080008,1998,Arsenic,Springfield,Brown,Springfield,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),2129,27015
1090001,1998,Arsenic,Barnum,Carlton,Barnum,Groundwater,1.8 ug/L,1.8 ug/L,525,27017
1090003,1998,Arsenic,Carlton,Carlton,Carlton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),987,27017
1090005,1998,Arsenic,Cloquet,Carlton,Cloquet,Groundwater,1.15 ug/L,1.9 ug/L,12156,27017
1090007,1998,Arsenic,Cromwell,Carlton,Cromwell,Groundwater,null,null,229,27017
1090008,1998,Arsenic,Kettle River,Carlton,Kettle River,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),180,27017
1090009,1998,Arsenic,Moose Lake,Carlton,Moose Lake,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1259,27017
1090010,1998,Arsenic,MN Correctional Facility - Moose Lake,Carlton,Moose Lake,Groundwater,null,null,975,27017
1090011,1998,Arsenic,Scanlon,Carlton,Scanlon,Purchased Groundwater,1.15 ug/L,1.9 ug/L,987,27017
1090013,1998,Arsenic,Wrenshall,Carlton,Wrenshall,Groundwater,1.3 ug/L,1.3 ug/L,399,27017
1100017,1998,Arsenic,Carver,Carver,Carver,Groundwater,null,null,4000,27019
1100001,1998,Arsenic,Chanhassen,Carver,Chanhassen,Groundwater,1.3 ug/L,1.3 ug/L,23179,27019
1100002,1998,Arsenic,Chaska,Carver,Chaska,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),24048,27019
1100004,1998,Arsenic,Cologne,Carver,Cologne,Groundwater,null,null,1519,27019
1100005,1998,Arsenic,Hamburg,Carver,Hamburg,Groundwater,null,null,525,27019
1100006,1998,Arsenic,Mayer,Carver,Mayer,Groundwater,null,null,1767,27019
1100007,1998,Arsenic,New Germany,Carver,New Germany,Groundwater,1.4 ug/L,1.4 ug/L,373,27019
1100019,1998,Arsenic,Norwood-Young America,Carver,Norwood Young America,Groundwater,null,null,3583,27019
1100015,1998,Arsenic,Crown College,Carver,St. Bonifacius,Groundwater,null,null,520,27019
1100009,1998,Arsenic,Victoria,Carver,Victoria,Groundwater,null,null,8462,27019
1100010,1998,Arsenic,Waconia,Carver,Waconia,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),11065,27019
1100012,1998,Arsenic,Watertown,Carver,Watertown,Groundwater,null,null,4216,27019
1110002,1998,Arsenic,Backus,Cass,Backus,Groundwater,1.0 ug/L,1.5 ug/L,250,27021
1110006,1998,Arsenic,Cass Lake,Cass,Cass Lake,Groundwater,1.4 ug/L,1.4 ug/L,761,27021
1111112,1998,Arsenic,East Point Townhomes,Cass,East Gull Lake,Groundwater,null,null,75,27021
1110008,1998,Arsenic,Hackensack,Cass,Hackensack,Groundwater,1.3 ug/L,1.3 ug/L,313,27021
1110034,1998,Arsenic,Townsedge Estates,Cass,Longville,Groundwater,null,null,65,27021
1110030,1998,Arsenic,Pillager,Cass,Pillager,Groundwater,3.3 ug/L,3.3 ug/L,495,27021
1110019,1998,Arsenic,Pine River,Cass,Pine River,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),944,27021
1110011,1998,Arsenic,Remer,Cass,Remer,Groundwater,1.8 ug/L,1.8 ug/L,369,27021
1110013,1998,Arsenic,Walker,Cass,Walker,Groundwater,null,null,941,27021
1110033,1998,Arsenic,Timberlane Estates,Cass,Walker,Groundwater,null,null,64,27021
1120001,1998,Arsenic,Clara City,Chippewa,Clara City,Groundwater,null,null,1360,27023
1120002,1998,Arsenic,Maynard,Chippewa,Maynard,Groundwater,null,null,388,27023
1120003,1998,Arsenic,Milan,Chippewa,Milan,Groundwater,null,null,369,27023
1120004,1998,Arsenic,Montevideo,Chippewa,Montevideo,Groundwater,3.4 ug/L,3.4 ug/L,5343,27023
1120006,1998,Arsenic,Watson,Chippewa,Watson,Groundwater,null,null,205,27023
1130001,1998,Arsenic,Center City,Chisago,Center City,Groundwater,1.6 ug/L,1.6 ug/L,629,27025
1130002,1998,Arsenic,Hazelden Foundation,Chisago,Center City,Groundwater,null,null,452,27025
1130003,1998,Arsenic,Chisago City,Chisago,Chisago City,Groundwater,null,null,3896,27025
1130023,1998,Arsenic,Preserve at Birch Lake,Chisago,Chisago City,Groundwater,null,null,220,27025
1130005,1998,Arsenic,Harris,Chisago,Harris,Groundwater,null,null,378,27025
1130006,1998,Arsenic,Peaceful Valley Mobile Home Park,Chisago,Harris,Groundwater,3.8 ug/L,3.8 ug/L,50,27025
1130007,1998,Arsenic,Lindstrom,Chisago,Lindstrom,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4431,27025
1130008,1998,Arsenic,"Stonegate Co-op, Inc.",Chisago,Lindstrom,Groundwater,4.8 ug/L,4.8 ug/L,128,27025
1130009,1998,Arsenic,"Elms Estates, Inc.",Chisago,Lindstrom,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),53,27025
1130010,1998,Arsenic,Blue Waters Mobile Home Park,Chisago,Lindstrom,Groundwater,null,null,150,27025
1130011,1998,Arsenic,North Branch,Chisago,North Branch,Groundwater,null,null,6819,27025
1130013,1998,Arsenic,Rush City,Chisago,Rush City,Groundwater,1.1 ug/L,1.1 ug/L,3079,27025
1130021,1998,Arsenic,Shorewood Park,Chisago,Rush City,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),80,27025
1130014,1998,Arsenic,Shafer,Chisago,Shafer,Groundwater,null,null,1045,27025
1130016,1998,Arsenic,Stacy,Chisago,Stacy,Groundwater,null,null,1426,27025
1130017,1998,Arsenic,Taylors Falls,Chisago,Taylors Falls,Groundwater,null,null,967,27025
1130018,1998,Arsenic,Wyoming,Chisago,Wyoming,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3540,27025
1130019,1998,Arsenic,Birchwood Terrace,Chisago,Wyoming,Groundwater,null,null,200,27025
1130020,1998,Arsenic,"River Bend Mobile Home Park, Inc.",Chisago,Wyoming,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),100,27025
1130024,1998,Arsenic,Liberty Ponds Development,Chisago,Wyoming,Groundwater,null,null,45,27025
1140001,1998,Arsenic,Barnesville,Clay,Barnesville,Groundwater,null,null,2600,27027
1140002,1998,Arsenic,Comstock,Clay,Comstock,Groundwater,null,null,95,27027
1140003,1998,Arsenic,Dilworth,Clay,Dilworth,Purchased Surface Water,0.5 ug/L,0.5 ug/L,4024,27027
1140012,1998,Arsenic,Felton,Clay,Felton,Groundwater,3.2 ug/L,3.2 ug/L,171,27027
1140014,1998,Arsenic,Georgetown,Clay,Georgetown,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),100,27027
1140005,1998,Arsenic,Glyndon,Clay,Glyndon,Groundwater,null,null,1393,27027
1140016,1998,Arsenic,John Bouton Housing Development,Clay,Glyndon,Groundwater,1.4 ug/L,1.4 ug/L,69,27027
1140020,1998,Arsenic,Spring Prairie Colony,Clay,Glyndon,Groundwater,null,null,170,27027
1140006,1998,Arsenic,Hawley,Clay,Hawley,Groundwater,null,null,2094,27027
1140007,1998,Arsenic,Hitterdal,Clay,Hitterdal,Groundwater,null,null,201,27027
1140008,1998,Arsenic,Moorhead,Clay,Moorhead,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),40000,27027
1140010,1998,Arsenic,Sabin,Clay,Sabin,Groundwater,null,null,522,27027
1140011,1998,Arsenic,Ulen,Clay,Ulen,Groundwater,23.0 ug/L,23.0 ug/L,547,27027
1150001,1998,Arsenic,Bagley,Clearwater,Bagley,Groundwater,null,null,1407,27029
1150003,1998,Arsenic,Clearbrook,Clearwater,Clearbrook,Groundwater,2.6 ug/L,2.6 ug/L,519,27029
1150005,1998,Arsenic,Gonvick,Clearwater,Gonvick,Groundwater,null,null,284,27029
1160001,1998,Arsenic,Grand Marais,Cook,Grand Marais,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),1419,27031
1160006,1998,Arsenic,Pine Mountain Mobile Home Court,Cook,Grand Marais,Groundwater,4.4 ug/L,4.4 ug/L,60,27031
1170008,1998,Arsenic,Bingham Lake,Cottonwood,Bingham Lake,Groundwater,0.5 ug/L,0.5 ug/L,126,27033
1170010,1998,Arsenic,Delft,Cottonwood,Delft,Purchased Groundwater,0.5 ug/L,0.5 ug/L,58,27033
1170002,1998,Arsenic,Jeffers,Cottonwood,Jeffers,Groundwater,null,null,369,27033
1170009,1998,Arsenic,Red Rock Rural Water System,Cottonwood,Jeffers,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),7897,27033
1170003,1998,Arsenic,Mountain Lake,Cottonwood,Mountain Lake,Groundwater,2.9 ug/L,2.9 ug/L,2100,27033
1170011,1998,Arsenic,Neuhof Hutterian Brethren,Cottonwood,Mountain Lake,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),55,27033
1170004,1998,Arsenic,Storden,Cottonwood,Storden,Purchased Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),215,27033
1170005,1998,Arsenic,Westbrook,Cottonwood,Westbrook,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),733,27033
1170006,1998,Arsenic,Windom,Cottonwood,Windom,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),4646,27033
1180027,1998,Arsenic,Baxter,Crow Wing,Baxter,Groundwater,null,null,7610,27035
1180002,1998,Arsenic,Brainerd,Crow Wing,Brainerd,Groundwater,null,null,13590,27035
1180003,1998,Arsenic,Supreme Mobile Home Park,Crow Wing,Brainerd,Groundwater,2.1 ug/L,2.1 ug/L,35,27035
1180005,1998,Arsenic,Lazy Acres Trailer Park,Crow Wing,Brainerd,Groundwater,1.9 ug/L,2.0 ug/L,50,27035
1180030,1998,Arsenic,Crow Wing Estates,Crow Wing,Brainerd,Groundwater,null,null,180,27035
1180040,1998,Arsenic,Deer Run Mobile Resort,Crow Wing,Brainerd,Groundwater,null,null,32,27035
1180047,1998,Arsenic,Breezy Point Resort,Crow Wing,Breezy Point,Groundwater,null,null,440,27035
1180008,1998,Arsenic,Crosby,Crow Wing,Crosby,Groundwater,null,null,2386,27035
1180028,1998,Arsenic,Chatham Park,Crow Wing,Crosslake,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),84,27035
1180036,1998,Arsenic,Nelsons East Shore Landing,Crow Wing,Crosslake,Groundwater,null,null,45,27035
1180038,1998,Arsenic,Golden Horizons Assisted Living Facility,Crow Wing,Crosslake,Groundwater,null,null,35,27035
1180011,1998,Arsenic,Cuyuna,Crow Wing,Deerwood,Groundwater,2.1 ug/L,2.1 ug/L,124,27035
1180012,1998,Arsenic,Deerwood,Crow Wing,Deerwood,Groundwater,6.1 ug/L,6.1 ug/L,532,27035
1180045,1998,Arsenic,Knieff's Shore Acres,Crow Wing,Deerwood,Groundwater,null,null,100,27035
1180016,1998,Arsenic,Bob's Trailer Park,Crow Wing,Garrison,Groundwater,null,null,90,27035
1180041,1998,Arsenic,"Garrison Trailer Park, Inc.",Crow Wing,Garrison,Groundwater,null,null,40,27035
1180017,1998,Arsenic,Ironton,Crow Wing,Ironton,Groundwater,null,null,572,27035
1180032,1998,Arsenic,Interlachen,Crow Wing,Nisswa,Groundwater,null,null,50,27035
1180035,1998,Arsenic,White Pine Villas,Crow Wing,Nisswa,Groundwater,null,null,29,27035
1180042,1998,Arsenic,Hills Crossing Senior Living,Crow Wing,Nisswa,Groundwater,null,null,42,27035
1180019,1998,Arsenic,Pequot Lakes,Crow Wing,Pequot Lakes,Groundwater,null,null,1200,27035
1180034,1998,Arsenic,Heritage House of Pequot Lakes,Crow Wing,Pequot Lakes,Groundwater,null,null,130,27035
1180025,1998,Arsenic,Riverton,Crow Wing,Riverton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),117,27035
1180026,1998,Arsenic,Trommald,Crow Wing,Trommald,Groundwater,null,null,64,27035
1190001,1998,Arsenic,Apple Valley,Dakota,Apple Valley,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),49895,27037
1190002,1998,Arsenic,Burnsville,Dakota,Burnsville,Surface Water,0.5 ug/L (ND),0.5 ug/L (ND),61262,27037
1190007,1998,Arsenic,Eagan,Dakota,Eagan,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),64972,27037
1190008,1998,Arsenic,Farmington,Dakota,Farmington,Groundwater,null,null,18735,27037
1190009,1998,Arsenic,Empire Township,Dakota,Farmington,Groundwater,null,null,1244,27037
1190010,1998,Arsenic,Hampton,Dakota,Hampton,Groundwater,null,null,691,27037
1190011,1998,Arsenic,New Trier,Dakota,Hampton,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),120,27037
1190012,1998,Arsenic,Hastings,Dakota,Hastings,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),22335,27037
1190013,1998,Arsenic,Minnesota Veterans Home,Dakota,Hastings,Groundwater,null,null,235,27037
1190031,1998,Arsenic,"Empire Rentals, LLC",Dakota,Hastings,Groundwater,null,null,53,27037
1190014,1998,Arsenic,Inver Grove Heights,Dakota,Inver Grove Heights,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),34189,27037
1190027,1998,Arsenic,Skyline Village Mobile Home Park,Dakota,Inver Grove Heights,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1185,27037
1190015,1998,Arsenic,Lakeville,Dakota,Lakeville,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),57048,27037
1190016,1998,Arsenic,Queen Anne Court,Dakota,Lakeville,Groundwater,null,null,400,27037
1190029,1998,Arsenic,Visitation Convent,Dakota,Mendota Heights,Groundwater,null,null,300,27037
1190025,1998,Arsenic,Randolph,Dakota,Randolph,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),355,27037
1190019,1998,Arsenic,Rosemount,Dakota,Rosemount,Groundwater,1.35 ug/L,2.9 ug/L,21000,27037
1190020,1998,Arsenic,South Saint Paul,Dakota,South St. Paul,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),20250,27037
1190021,1998,Arsenic,Southridge Mobile Home Park,Dakota,South St. Paul,Groundwater,null,null,130,27037
1190022,1998,Arsenic,Lexington Riverside Condominium,Dakota,St. Paul,Groundwater,null,null,200,27037
1190028,1998,Arsenic,Vermillion,Dakota,Vermillion,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),451,27037
1200001,1998,Arsenic,Claremont,Dodge,Claremont,Groundwater,null,null,548,27039
1200002,1998,Arsenic,Dodge Center,Dodge,Dodge Center,Groundwater,null,null,2670,27039
1200004,1998,Arsenic,Hayfield,Dodge,Hayfield,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),1340,27039
1200005,1998,Arsenic,Kasson,Dodge,Kasson,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),6010,27039
1200006,1998,Arsenic,Mantorville,Dodge,Mantorville,Groundwater,null,null,947,27039
1200007,1998,Arsenic,West Concord,Dodge,West Concord,Groundwater,null,null,782,27039
1210001,1998,Arsenic,Alexandria,Douglas,Alexandria,Groundwater,null,null,12415,27041
1210002,1998,Arsenic,Hi View Park,Douglas,Alexandria,Groundwater,null,null,150,27041
1210009,1998,Arsenic,Brandon,Douglas,Brandon,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),489,27041
1210010,1998,Arsenic,Carlos,Douglas,Carlos,Groundwater,3.7 ug/L,3.7 ug/L,455,27041
1210013,1998,Arsenic,Evansville,Douglas,Evansville,Groundwater,2.9 ug/L,2.9 ug/L,612,27041
1210021,1998,Arsenic,Garfield,Douglas,Garfield,Groundwater,null,null,308,27041
1210017,1998,Arsenic,Kensington,Douglas,Kensington,Groundwater,null,null,312,27041
1210028,1998,Arsenic,Westbrook Estates,Douglas,La Grande Township,Groundwater,null,null,42,27041
1210027,1998,Arsenic,Westside Del Valle Homeowners Assoc.,Douglas,Miltona,Groundwater,null,null,40,27041
1210020,1998,Arsenic,Osakis,Douglas,Osakis,Groundwater,null,null,1740,27041
1220001,1998,Arsenic,Blue Earth,Faribault,Blue Earth,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),3356,27043
1220002,1998,Arsenic,Bricelyn,Faribault,Bricelyn,Groundwater,null,null,359,27043
1220003,1998,Arsenic,Delavan,Faribault,Delavan,Groundwater,0.5 ug/L (ND),0.5 ug/L (ND),171,27043
